정류소명,정류소아이디(ID),승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
쌍용아파트,37210,647,448,639,448,8,36
쌍용아파트,37228,21659,12049,21246,12049,413,1123
쌍용아파트,37476,14510,22577,14304,22577,206,1236
쌍용아파트,38178,466,800,466,800,0,42
쌍용아파트,38184,636,171,603,171,33,26
쌍용아파트,38469,4808,2921,4635,2921,173,257
쌍용아파트,41434,1336,4232,1322,4232,14,185
쌍용아파트정문,40439,2253,3648,2235,3648,18,196
쌍용자동차인천정비사업소,36144,54,815,50,815,4,28
쑥골고가교,37371,3072,3301,3013,3301,59,212
쑥골고가교,37372,5770,8351,5640,8351,130,470
쑥밭다리,43650,32,2,29,2,3,1
쑥밭다리,43683,5,8,5,8,0,0
아나지고개,41001,2240,2964,2208,2964,32,173
아나지고개,41002,3607,5301,3555,5301,52,296
아동보호센터,35680,67,201,65,201,2,8
아동보호센터,35698,52,25,52,25,0,2
아라노을공원·한신더휴,89404,8514,4847,8490,4847,24,445
아라노을공원·한신더휴,89405,6048,8052,5866,8052,182,470
아라동행정복지센터,42465,6588,12013,6449,12013,139,620
아라동행정복지센터,42467,9797,5196,9754,5196,43,499
아라동행정복지센터(서부고용센터),89401,2710,507,2696,507,14,107
아라동행정복지센터(서부고용센터),89402,565,3941,565,3941,0,150
아라뱃길물류센터,89145,1,212,1,212,0,7
아라센트럴파크,89406,2308,4736,2280,4736,28,234
아라센트럴파크,89407,5310,3361,5258,3361,52,289
아름어린이공원,40337,270,365,262,365,8,21
아름어린이공원,40339,470,472,462,472,8,31
아리마을쉼터,37551,19,1078,19,1078,0,36
아리마을쉼터,37552,1377,265,1299,265,78,54
아모텍,39139,1488,2101,1483,2101,5,119
아시아드경기장(공촌사거리)역,42319,2363,4168,2333,4168,30,217
아시아드경기장(공촌사거리)역,42320,482,1551,451,1551,31,67
아시아드대광로제비앙아파트,89257,821,3178,805,3178,16,133
아시아드대광로제비앙아파트,89258,3909,1383,3847,1383,62,176
아암3교사거리,38727,59,214,59,214,0,9
아암3교사거리,38728,122,120,116,120,6,8
아암물류단지,35285,147,2,114,2,33,4
아암물류단지,35590,22,170,4,170,18,6
아울렛(CGV부평),40818,3713,2403,3653,2403,60,203
아이즈빌(부평CGV),40595,11870,7955,11782,7955,88,660
아이즈빌(부평CGV),40598,9420,11665,9282,11665,138,702
아인스월드,55086,813,1500,809,1500,4,77
아주아파트,38047,1473,556,1438,556,35,67
아주아파트,38051,741,1288,729,1288,12,67
아주아파트,38301,1259,985,1246,985,13,74
아주아파트,38304,2412,1312,2405,1312,7,124
아주아파트.미추홀학교,39481,42060,17371,41511,17371,549,1981
아주아파트.미추홀학교,39482,20958,25226,20804,25226,154,1539
아주아파트410동,41575,649,5,649,5,0,21
아침가리마을회관,43287,122,3,108,3,14,4
아침가리마을회관,43867,0,66,0,66,0,2
아쿠아글로리,42811,111,3,106,3,5,3
아현역,22062,3788,31,3782,31,6,127
아현역,23078,14,2284,14,2284,0,76
안골마을입구,38225,9464,9678,9244,9678,220,638
안남고(동보1차아파트),41048,1111,1051,1096,1051,15,72
안남고등학교,41045,3870,985,3842,985,28,161
안동포교회,42700,455,101,384,101,71,18
안동포교회,42701,20,516,20,516,0,17
안동포사거리,42707,56,196,56,196,0,8
안동포사거리입구,42765,429,41,421,41,8,15
안동포사거리입구,42766,126,928,8,928,118,35
안산마을,43132,42,1,34,1,8,1
안산마을,43138,5,40,5,40,0,1
안산초등학교(구계산고교),41425,15543,12853,15451,12853,92,946
안양대학교,43177,802,453,793,453,9,41
안양대학교,43301,1056,370,1031,370,25,47
안풍산업삼거리,89312,88,7,76,7,12,3
안풍산업삼거리,89329,0,38,0,38,0,1
알앤디써비스,38477,116,1743,114,1743,2,61
알앤디써비스,38478,959,114,957,114,2,35
애관극장,35804,19,58,13,58,6,2
애보박물관,39667,8,36,8,36,0,1
애보박물관,39671,25,15,25,15,0,1
애전마을,43682,13,7,12,7,1,0
애전마을,43894,11,7,10,7,1,0
애전부락,90075,37,124,35,124,2,5
애전부락,90076,62,83,62,83,0,4
앰코코리아(블루오션골프클럽),39880,525,18,522,18,3,18
야곡,43236,83,16,83,16,0,3
야곡,43292,7,56,6,56,1,2
야촌,43210,7,5,7,5,0,0
야촌,43333,0,6,0,6,0,0
약대사거리,57006,3783,716,3781,716,2,149
약대사거리,57010,595,4229,595,4229,0,160
약대주민지원센터.약대초등학교,55080,1030,2069,1012,2069,18,103
약대주민지원센터.약대초등학교,55088,1959,637,1943,637,16,86
약암호텔,80071,436,102,432,102,4,17
약암호텔,80072,46,385,46,385,0,14
얀센백신,38519,138,0,137,0,1,4
얀센백신,38520,2,394,1,394,1,13
양갑리마을회관,90283,2,59,2,59,0,2
양갑리마을회관,90307,34,1,34,1,0,1
양갑리입구,90282,4,11,4,11,0,0
양갑리입구,90308,10,2,10,2,0,0
양곡도매시장,31037,2047,500,2044,500,3,84
양곡버스정류장,80115,180,563,179,563,1,24
양곡사거리.양촌터미널,80116,443,93,441,93,2,17
양골,43987,9,0,8,0,1,0
양골,43989,0,12,0,12,0,0
양구(오상1리),43262,16,79,16,79,0,3
양구(오상1리),43563,126,20,122,20,4,4
양달마을,43910,29,42,28,42,1,2
양달마을,43911,2,2,1,2,1,0
양도,43074,0,9,0,9,0,0
양도,43075,34,21,32,21,2,1
양도면사무소(나무),43912,473,382,459,382,14,28
양도면사무소(쉘터),43913,656,550,612,550,44,40
양도사거리.대림아파트.신안아파트,80076,710,41,708,41,2,25
양도사거리.삼용아파트,80077,100,624,100,624,0,24
양도초등학교,43329,239,202,221,202,18,14
양도초등학교,43568,157,185,154,185,3,11
양로원,40111,534,2504,534,2504,0,101
양로원,40113,2415,455,2415,455,0,95
양사면사무소,43501,21,36,19,36,2,1
양사면사무소,43658,30,31,30,31,0,2
양사우체국,43465,77,23,70,23,7,3
양사우체국,43736,20,43,20,43,0,2
양사초등학교,43466,104,26,100,26,4,4
양사초등학교,43734,13,47,12,47,1,2
양사파출소,43722,11,9,11,9,0,0
양수장,43592,150,2,147,2,3,5
양수장,43781,0,147,0,147,0,4
양오1리마을회관,43454,0,55,0,55,0,1
양오1리마을회관,43666,44,0,38,0,6,1
양오2리경로당,43453,1,60,1,60,0,2
양오2리경로당,43625,9,0,9,0,0,0
양오2리앞,90049,9,24,5,24,4,1
양오리저수지마을,90102,0,19,0,19,0,0
양오리저수지마을,90103,104,0,101,0,3,3
양오저수지입구,90100,0,4,0,4,0,0
양오저수지입구,90101,15,0,15,0,0,0
양왕마을,43927,14,0,14,0,0,0
양왕마을,43928,1,24,0,24,1,0
양재역,31073,15314,4547,15292,4547,22,662
양재역.서초문화예술회관,31008,2675,2597,2672,2597,3,175
양재역.서초문화예술회관,31010,1594,1914,1594,1914,0,116
양재역말죽거리.강남베드로병원,23318,289,135,289,135,0,14
양지공원,38133,5489,4153,5365,4153,124,321
양지촌,43163,19,8,19,8,0,0
양지촌,43342,14,19,13,19,1,1
양진말입구,90056,2,2,1,2,1,0
양진말입구,90057,1,79,1,79,0,2
양촌중학교,41629,725,922,705,922,20,54
양촌중학교,41630,343,491,342,491,1,27
양평해장국,44145,34,15,25,15,9,1
양평해장국,44178,3,15,3,15,0,0
어두,43206,0,11,0,11,0,0
어두,43280,6,0,6,0,0,0
어두마을,43155,130,8,126,8,4,4
어두마을,43322,13,80,13,80,0,3
어류정입구,90175,26,77,25,77,1,3
어류정입구,90176,19,10,19,10,0,0
어류정입구,90312,2,6,2,6,0,0
어류정항,90323,14,5,13,5,1,0
어류정항,90400,0,2,0,2,0,0
어린이집앞,43402,129,0,110,0,19,4
어린이집앞,43585,3,138,3,138,0,4
에덴하우스,42788,583,2064,575,2064,8,88
에몬스가구,39023,2049,3436,2043,3436,6,182
에몬스가구,39024,3572,1309,3569,1309,3,162
에스틸,89232,267,97,261,97,6,12
에이에프티,39110,835,2185,809,2185,26,100
에코메트로10단지,39728,506,239,503,239,3,24
에코메트로10단지,39736,123,389,123,389,0,17
에코메트로11단지,39652,2115,2506,2065,2506,50,154
에코메트로11단지후문,39701,607,1581,578,1581,29,72
에코메트로12단지,39651,3491,1696,3417,1696,74,172
에코메트로12단지,39653,54,577,50,577,4,21
에코메트로5단지·논현센트럴뷰,39779,702,1484,687,1484,15,72
에코메트로6단지,39716,3718,406,3620,406,98,137
에코메트로6단지,39758,72,2154,69,2154,3,74
에코메트로7단지,39714,9103,4522,8959,4522,144,454
에코메트로7단지,39715,4680,5841,4617,5841,63,350
에코메트로9단지,39750,7317,1123,7122,1123,195,281
에코메트로9단지,39752,2069,4485,2060,4485,9,218
에코메트로더타워,39711,128,587,109,587,19,23
에코크레이션,89449,49,0,49,0,0,1
에코크레이션,89450,0,46,0,46,0,1
엑스포빌리지10단지,38460,2904,1488,2832,1488,72,146
엑스포빌리지9단지,38482,2971,7259,2877,7259,94,341
엑슬루타워,37187,3490,8344,3397,8344,93,394
엑슬루타워,42836,3129,12745,2994,12745,135,529
엘리지안타운,42394,1833,1663,1776,1663,57,116
엘아이지식산업센터,39944,391,1197,382,1197,9,52
엘아이지식산업센터(맞은편),92029,949,216,945,216,4,38
엘지슈퍼,39457,1327,1965,1308,1965,19,109
엠파크타워,42025,3570,4517,3534,4517,36,269
엠파크타워,42026,5113,3659,5058,3659,55,292
여고입구,90232,479,458,447,458,32,31
여고입구,90233,807,551,792,551,15,45
여성의광장,38084,3216,4054,3174,4054,42,242
여성의광장,38085,4387,4300,4305,4300,82,289
여우고개,43980,27,151,27,151,0,5
여우고개,43981,89,89,89,89,0,5
여우별펜션,44142,7,19,7,19,0,0
여우별펜션,44179,22,3,19,3,3,0
여우재,35147,340,324,334,324,6,22
여의도역,19155,568,1,568,1,0,18
여의도역,19156,18,1131,18,1131,0,38
여의도환승센터,19007,8,398,8,398,0,13
여차리,43424,37,48,35,48,2,2
여차리,43472,47,24,46,24,1,2
여차리회관,43505,48,24,45,24,3,2
여차리회관,43525,29,14,26,14,3,1
역삼역.포스코타워역삼,23288,1182,1134,1182,1134,0,77
연락골,39662,2,40,2,40,0,1
연락골,39665,33,9,33,9,0,1
연리입구,43267,35,0,34,0,1,1
연리입구,43614,0,16,0,16,0,0
연미고개,43198,0,104,0,104,0,3
연미고개,43711,70,3,67,3,3,2
연미정,43193,182,0,154,0,28,6
연미정,43621,1,81,1,81,0,2
연성교회,37278,6506,5182,6321,5182,185,389
연세농장,39851,128,3,126,3,2,4
연세대,39725,2499,10631,2474,10631,25,437
연세대,39861,10019,1485,9990,1485,29,383
연세대송도캠퍼스입구,38489,10614,4878,10581,4878,33,516
연세대앞,22022,3,12,3,12,0,0
연세대학교앞,22058,3161,27,3152,27,9,106
연수1동행정복지센터,38248,197,369,195,369,2,18
연수1동행정복지센터,38251,1087,1052,1052,1052,35,71
연수1차아파트,38187,5181,2190,5063,2190,118,245
연수2차아파트,38195,1120,2012,1083,2012,37,104
연수3동행정복지센터,38262,1286,651,1229,651,57,64
연수경찰서,38111,2897,2472,2847,2472,50,178
연수고등학교,38104,613,2604,584,2604,29,107
연수구청,38089,9565,5294,9355,5294,210,495
연수구청,38093,4034,10476,3981,10476,53,483
연수구청입구,38095,4840,4265,4798,4265,42,303
연수꿈담도서관,38103,7791,5218,7718,5218,73,433
연수병원,38296,4579,2647,4451,2647,128,240
연수여자고등학교,38092,2548,3942,2465,3942,83,216
연수역,38506,1655,1961,1615,1961,40,120
연수역,38507,924,1403,919,1403,5,77
연수역북측입구,38572,1620,3161,1586,3161,34,159
연수역북측입구,38573,2345,2702,2308,2702,37,168
연수우체국,38280,7368,3683,7257,3683,111,368
연수우체국,38314,1771,960,1717,960,54,91
연수주공3차아파트,38188,3296,4603,3223,4603,73,263
연수중학교,38194,1909,1510,1854,1510,55,113
연수중학교,38196,838,1028,815,1028,23,62
연수초등학교,38290,11356,10334,11060,10334,296,723
연수초등학교,38293,4166,4348,4070,4348,96,283
연수한양1차아파트,38091,2394,4404,2381,4404,13,226
연안동행정복지센터,35063,187,10312,184,10312,3,349
연안부두(신선초등학교),35097,1312,2851,1199,2851,113,138
연안부두로삼거리,35754,3,1015,2,1015,1,33
연안부두바다쉼터,35049,1395,16,1355,16,40,47
연안부두어시장,35071,91,7604,86,7604,5,256
연안부두어시장,35072,9209,237,8987,237,222,314
연안아파트,35075,10421,2434,10118,2434,303,428
연안아파트,35076,2145,9103,2065,9103,80,374
연안여객터미널,35057,9335,106,9067,106,268,314
연안여객터미널,35061,85,6274,73,6274,12,211
연안여객터미널,90115,40,58,40,58,0,3
연안여객터미널,90116,25,111,20,111,5,4
연안여객터미널입구,35068,2848,68,2740,68,108,97
연안초등학교,35064,20601,333,19859,333,742,697
연안초등학교,35067,178,14330,163,14330,15,483
연지-기점,90256,2297,2232,2286,2232,11,150
연학초등학교,37137,7245,1816,7155,1816,90,302
연학초등학교,37138,1549,6836,1511,6836,38,279
연합의원,42186,4536,1883,4435,1883,101,213
연화중학교,38117,2765,3282,2734,3282,31,201
연흥아파트,37567,3560,4874,3497,4874,63,281
연흥아파트,37568,2801,6455,2718,6455,83,308
연희공원,42950,95,147,95,147,0,8
연희동광명아파트(사계절썰매장),42314,1819,1909,1786,1909,33,124
연희동광명아파트(사계절썰매장),42599,1628,2274,1572,2274,56,130
연희동행정복지센터,42311,851,1519,836,1519,15,79
연희동행정복지센터,42312,1834,1126,1786,1126,48,98
열우물보조경기장주차장,40916,179,98,126,98,53,9
열우물사거리,40052,17,240,16,240,1,8
열우물전통시장,40028,495,2444,483,2444,12,97
열우물전통시장,40030,2275,402,2237,402,38,89
열우물전통시장입구,40036,2197,428,2144,428,53,87
열우물전통시장입구,40038,329,3710,307,3710,22,134
열우물테니스경기장,40053,3827,3807,3795,3807,32,254
열우물테니스경기장,40054,999,1033,969,1033,30,67
열우물테니스경기장,40063,376,1132,372,1132,4,50
열우물테니스경기장,40064,259,651,255,651,4,30
열우물테니스경기장,42023,4853,4412,4794,4412,59,308
열우물테니스경기장,42024,3100,3010,3043,3010,57,203
영골,43954,2,2,2,2,0,0
영골,43955,0,12,0,12,0,0
영남1단지.고합아파트,70164,206,197,202,197,4,13
영남아파트,37060,5040,3939,4962,3939,78,299
영남아파트,37063,5706,4815,5539,4815,167,350
영남아파트,38203,2411,1512,2378,1512,33,130
영남아파트,38205,825,2515,811,2515,14,111
영림몰딩도어,39943,102,178,99,178,3,9
영림산업,39028,759,3416,759,3416,0,139
영림임업,39026,1089,3020,1086,3020,3,136
영사목장 앞,90390,0,18,0,18,0,0
영사목장 앞,90391,1,0,1,0,0,0
영선고등학교,40853,7,863,4,863,3,29
영은교회,43037,41,45,41,45,0,2
영은교회,43139,19,126,19,126,0,4
영은슈퍼,89052,28,1011,22,1011,6,34
영은슈퍼,89064,1025,9,971,9,54,34
영음교회.효성해링턴플레이스,41422,1886,2180,1877,2180,9,135
영종KCC스위첸.한양수자인,35449,431,1736,410,1736,21,72
영종KCC스위첸옆문,35755,719,7221,676,7221,43,264
영종KCC스위첸옆문,35756,7403,486,7333,486,70,262
영종LH2단지,35483,687,890,681,890,6,52
영종LH67단지,35872,830,803,812,803,18,54
영종LH67단지,35873,1405,663,1391,663,14,68
영종LH아파트입구,35390,77,75,77,75,0,5
영종e편한세상센텀베뉴·센트럴푸르지오자이,35660,4159,4098,4056,4098,103,275
영종고등학교,35493,2049,2397,1955,2397,94,148
영종고등학교,35496,1669,2075,1574,2075,95,124
영종공원묘지입구,35626,19,45,19,45,0,2
영종공원묘지입구,35627,16,4,16,4,0,0
영종교회,35306,260,332,247,332,13,19
영종교회,35545,1038,716,1010,716,28,58
영종국제병원,35881,290,785,277,785,13,35
영종대교휴게소,42942,3,130,3,130,0,4
영종대교휴게소,42943,128,20,128,20,0,4
영종동행정복지센터,35672,120,127,119,127,1,8
영종동행정복지센터,35673,71,46,69,46,2,3
영종물류고등학교·영종자이아파트,35314,4420,4602,4288,4602,132,300
영종물류고등학교앞·영종자이아파트,35307,6480,3780,6265,3780,215,342
영종버스공영차고지,35837,86,3,24,3,62,2
영종버스공영차고지,35838,149,87,14,87,135,7
영종블루오션,35819,141,116,137,116,4,8
영종블루오션,35820,39,140,32,140,7,5
영종블루오션2차,35876,1182,1497,1160,1497,22,89
영종블루오션2차,35877,1129,1741,1102,1741,27,95
영종선착장입구,35833,1956,1821,1909,1821,47,125
영종선착장입구,35834,12,258,12,258,0,9
영종성당.정도사,35850,6,46,6,46,0,1
영종성당.정도사,35851,11,8,11,8,0,0
영종센트럴푸르지오자이·e편한세상센텀베뉴,35661,4875,2913,4799,2913,76,259
영종소방서,35765,1,12,1,12,0,0
영종아레나,35830,141,2,122,2,19,4
영종아레나,35831,23,147,1,147,22,5
영종역,35566,48717,833,48256,833,461,1651
영종역,35567,2781,11158,2732,11158,49,464
영종역(2번출구),35870,17,1822,16,1822,1,61
영종역(청라행),35620,95,12168,83,12168,12,408
영종역사관,35624,225,88,222,88,3,10
영종역사관,35625,77,204,74,204,3,9
영종유승한내들스카이스테이,35759,3204,1046,3153,1046,51,141
영종유승한내들스카이스테이,35760,1053,1849,1035,1849,18,96
영종자이아파트,35835,36,142,36,142,0,5
영종자이아파트,35836,384,128,384,128,0,17
영종장로교회,35580,56,83,52,83,4,4
영종장로교회,35581,43,42,38,42,5,2
영종주공7단지,35111,1538,1324,1480,1324,58,95
영종주야간보호센터,35854,1,3,1,3,0,0
영종주야간보호센터,35855,16,4,16,4,0,0
영종중학교,35463,2259,2868,2042,2868,217,170
영종중학교,35464,5707,1530,5446,1530,261,241
영종진공원,35276,838,344,817,344,21,39
영종진공원,35279,135,1677,135,1677,0,60
영종풍림아이원1차,35110,5,222,4,222,1,7
영종하늘도서관,35585,1707,1304,1659,1304,48,100
영종하늘도서관,35586,1356,1588,1321,1588,35,98
영종힐스테이트(904동),35880,161,761,151,761,10,30
영진아파트,40551,165,449,165,449,0,20
영창한의원,40452,6906,5075,6826,5075,80,399
영풍아파트,36040,9929,3326,9737,3326,192,441
영풍아파트,39546,30,340,28,340,2,12
영흥대교입구,44100,0,2,0,2,0,0
영흥대교입구,44180,0,4,0,4,0,0
영흥면사무소,44131,0,4,0,4,0,0
영흥면사무소,44181,26,3,25,3,1,0
영흥버스터미널,44004,4890,4129,4601,4129,289,300
